model,augmentation,phase,epoch,loss,accuracy,date,transformations
OCDC__Size-640x640_Epoch-1_Images-840_Batch-1__random_6_operations.pth,random_6_operations,train,1,0.4036996066525933,0.8318505307152158,2021-08-01 12:05:30.888118,[None, 'horizontal_flip', 'vertical_flip', 'rotation', 'transpose', 'grid_distortion', 'optical_distortion']
OCDC__Size-640x640_Epoch-320_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,train,320,0.09094312381498423,0.9640555652436759,2021-12-01 20:39:16.003776,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-320_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,test,320,0.07476792518660255,0.9702842068142361,2021-12-01 20:39:16.003832,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-321_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,train,321,0.08276819385425932,0.9679572434198296,2021-12-01 20:57:55.336586,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-321_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,test,321,0.12456044031835821,0.9533442247178822,2021-12-01 20:57:55.336634,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-322_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,train,322,0.0922627601859187,0.9631447259812135,2021-12-01 21:16:34.047268,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-322_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,test,322,0.07277757978903941,0.9723312038845486,2021-12-01 21:16:34.047330,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-323_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,train,323,0.08059458174833102,0.9684928821382075,2021-12-01 21:35:13.436284,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-323_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,test,323,0.0740466026764807,0.9702292887369792,2021-12-01 21:35:13.436358,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-324_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,train,324,0.08108813231227985,0.9677190580822171,2021-12-01 21:53:51.636589,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-324_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,test,324,0.07634400393370823,0.9694967312282985,2021-12-01 21:53:51.636635,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-325_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,train,325,0.08126940364457239,0.96820429048084,2021-12-01 22:12:28.784554,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-325_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,test,325,0.08178204512649043,0.9702948811848958,2021-12-01 22:12:28.784600,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-326_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,train,326,0.08300834990467852,0.9670202491396958,2021-12-01 22:31:07.175960,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-326_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,test,326,0.08479971932547414,0.9658725450303824,2021-12-01 22:31:07.175994,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-327_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,train,327,0.08500285188730404,0.9680165957496278,2021-12-01 22:49:46.166959,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-327_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,test,327,0.1286348404151997,0.9496867268880209,2021-12-01 22:49:46.167032,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-328_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,train,328,0.09599549607485729,0.9616084158761158,2021-12-01 23:08:24.489358,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-328_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,test,328,0.1377284521873864,0.9493599446614585,2021-12-01 23:08:24.489404,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-329_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,train,329,0.08732370137345026,0.9665494152250742,2021-12-01 23:27:03.359511,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-329_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,test,329,0.07653675102705569,0.9699875759548612,2021-12-01 23:27:03.359559,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-330_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,train,330,0.09777758855859377,0.9602755795433408,2021-12-01 23:45:42.502996,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-330_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,test,330,0.09471815296167026,0.9610074598524305,2021-12-01 23:45:42.503035,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-331_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,train,331,0.07953804076510745,0.968643981933594,2021-12-02 00:04:19.808425,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-331_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,test,331,0.06516211025254962,0.974369018554687,2021-12-02 00:04:19.808489,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-332_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,train,332,0.07916619894352889,0.969146975562686,2021-12-02 00:22:59.030992,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-332_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,test,332,0.10711568533299416,0.9560935058593751,2021-12-02 00:22:59.031056,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-333_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,train,333,0.09002716315110644,0.9647225487118675,2021-12-02 00:41:38.330167,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-333_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,test,333,0.07367028432944507,0.9700123291015625,2021-12-02 00:41:38.330209,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-334_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,train,334,0.08099934831342623,0.9680650838216146,2021-12-02 01:00:17.700483,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-334_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,test,334,0.08718387472669444,0.9630622016059026,2021-12-02 01:00:17.700530,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-335_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,train,335,0.07952066392386076,0.9690329299200149,2021-12-02 01:18:57.261833,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-335_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,test,335,0.10616224405609197,0.9603958468967014,2021-12-02 01:18:57.261892,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-336_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,train,336,0.09558610738643092,0.9634135916573655,2021-12-02 01:37:34.557546,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-336_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,test,336,0.09359975650891607,0.9600107014973959,2021-12-02 01:37:34.557579,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-337_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,train,337,0.09867255263927638,0.9610907854352678,2021-12-02 01:56:13.678278,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-337_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,test,337,0.13009778805944733,0.9631402859157988,2021-12-02 01:56:13.678310,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-338_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,train,338,0.10075052278798033,0.9603367978050599,2021-12-02 02:14:52.856432,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-338_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,test,338,0.10059114652202779,0.9599186876085067,2021-12-02 02:14:52.856477,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-339_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,train,339,0.08895926601874504,0.964230945405505,2021-12-02 02:33:32.145798,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-339_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,test,339,0.06765466886677637,0.9737790120442709,2021-12-02 02:33:32.145845,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-340_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,train,340,0.08006414844073896,0.9685759248279399,2021-12-02 02:52:11.735852,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-340_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,test,340,0.08066401157666406,0.9655176323784723,2021-12-02 02:52:11.735931,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-341_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,train,341,0.08160826087933162,0.9682597249348949,2021-12-02 03:10:49.406428,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-341_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,test,341,0.08743587718220927,0.9654506564670137,2021-12-02 03:10:49.406460,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-342_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,train,342,0.07375802144242698,0.970900957380022,2021-12-02 03:29:28.291694,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-342_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,test,342,0.07764142362821076,0.965512315538194,2021-12-02 03:29:28.291726,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-343_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,train,343,0.08622849971545855,0.9659582257952004,2021-12-02 03:48:07.674882,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-343_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,test,343,0.10048594458251804,0.9566180826822916,2021-12-02 03:48:07.674916,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-344_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,train,344,0.0827418478916202,0.9672772013346367,2021-12-02 04:06:47.410524,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-344_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,test,344,0.07408438212904811,0.9716373019748263,2021-12-02 04:06:47.410600,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-345_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,train,345,0.083835736482024,0.9664831630161836,2021-12-02 04:25:26.907469,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-345_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,test,345,0.07966997086434478,0.9675142008463543,2021-12-02 04:25:26.907517,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-346_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,train,346,0.08037404556922367,0.9676795538039434,2021-12-02 04:44:04.729821,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-346_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,test,346,0.07214326733297236,0.9705329182942707,2021-12-02 04:44:04.729854,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-347_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,train,347,0.08244787748437721,0.9680158546084449,2021-12-02 05:02:44.038048,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-347_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,test,347,0.0914842686517861,0.9701694878472221,2021-12-02 05:02:44.038082,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-348_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,train,348,0.08887058804277027,0.965711114792597,2021-12-02 05:21:21.504736,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-348_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,test,348,0.08525799897538996,0.9656540120442707,2021-12-02 05:21:21.504785,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-349_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,train,349,0.08511468763675631,0.9653501790364585,2021-12-02 05:40:00.127549,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-349_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,test,349,0.07924444189127623,0.9679974229600697,2021-12-02 05:40:00.127582,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-350_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,train,350,0.08375679399008125,0.9669994535900295,2021-12-02 05:58:38.395130,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-350_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,test,350,0.07354514395889661,0.971219970703125,2021-12-02 05:58:38.395178,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-351_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,train,351,0.0881758980768739,0.9655478195917041,2021-12-02 06:17:17.187457,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-351_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,test,351,0.1300709546227861,0.948955729166667,2021-12-02 06:17:17.187506,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-352_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,train,352,0.09564908300788244,0.9617879609607508,2021-12-02 06:35:56.870313,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-352_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,test,352,0.07498803875595413,0.9685436604817713,2021-12-02 06:35:56.870346,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-353_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,train,353,0.08125549033259068,0.9676860409691217,2021-12-02 06:54:35.683530,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-353_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,test,353,0.06583466847228515,0.9734555392795141,2021-12-02 06:54:35.683564,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-354_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,train,354,0.07978785192137929,0.9685114455450147,2021-12-02 07:13:14.798243,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-354_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,test,354,0.08517675760485872,0.9691765272352433,2021-12-02 07:13:14.798277,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-355_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,train,355,0.08482310388598784,0.9670901314871647,2021-12-02 07:31:53.072577,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-355_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,test,355,0.07072857286196571,0.9737219780815969,2021-12-02 07:31:53.072637,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-356_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,train,356,0.08106019246390046,0.9670704520089292,2021-12-02 07:50:31.067010,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-356_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,test,356,0.1103389994575587,0.958440443250868,2021-12-02 07:50:31.067085,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-357_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,train,357,0.09156529161792995,0.9652022676013768,2021-12-02 08:09:08.813013,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-357_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,test,357,0.08631265924317025,0.9696308593749998,2021-12-02 08:09:08.813054,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-358_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,train,358,0.07937285475049975,0.9686279936290924,2021-12-02 08:27:48.335660,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-358_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,test,358,0.06993038164999033,0.972890597873264,2021-12-02 08:27:48.335712,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-359_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,train,359,0.08422632678421213,0.9659583594912571,2021-12-02 08:46:27.437638,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-359_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,test,359,0.07000050369215387,0.9717712266710072,2021-12-02 08:46:27.437691,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-360_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,train,360,0.08578551393076222,0.9662087663922988,2021-12-02 09:05:07.011196,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-360_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,test,360,0.12085244394881253,0.9558826768663196,2021-12-02 09:05:07.011230,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-361_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,train,361,0.09964334552096045,0.9621222534179688,2021-12-02 09:23:44.951826,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-361_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,test,361,0.07063613721036544,0.9715683186848957,2021-12-02 09:23:44.951861,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-362_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,train,362,0.09620803319886753,0.9624313063848587,2021-12-02 09:42:24.226843,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-362_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,test,362,0.08981657280768963,0.9628414442274309,2021-12-02 09:42:24.226903,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-363_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,train,363,0.08452732648052222,0.9676265811011914,2021-12-02 10:01:04.114704,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-363_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,test,363,0.06913157273502293,0.9726457383897568,2021-12-02 10:01:04.114739,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-364_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,train,364,0.08124801032356031,0.9693950456891739,2021-12-02 10:19:43.276989,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-364_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,test,364,0.07112908828587226,0.9722704128689235,2021-12-02 10:19:43.277050,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-365_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,train,365,0.07367336397503225,0.9708908604213178,2021-12-02 10:38:22.082872,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-365_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,test,365,0.09029743278221455,0.962442437065972,2021-12-02 10:38:22.082919,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-366_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,train,366,0.08226127711553394,0.9682262079148065,2021-12-02 10:57:02.048839,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-366_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,test,366,0.08076724548341695,0.969853054470486,2021-12-02 10:57:02.048886,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-367_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,train,367,0.08096937435790269,0.9676115635463167,2021-12-02 11:15:44.200526,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
OCDC__Size-640x640_Epoch-367_Images-840_Batch-1__random_6_operations_geo+distortion.pth,random_6_operations,test,367,0.09586518236621688,0.9628889024522566,2021-12-02 11:15:44.200571,[None 'horizontal_flip' 'vertical_flip' 'rotation' 'transpose' 'grid_distortion' 'optical_distortion']
